Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the F2P NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,SSR Alter Ego,SSR Foreigner,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,How much SSR do you have in total? ,Have you saved SQ/tickets for any servant in any given X time?,"If you answered yes in the previous question, did you got the servant for which you saved in any given X time?",What do you think about the NA pace compared to others servers?,What do you think about the state of the NA server?,"Would you like an game option to, or Auto-Play, or NP skip? or Both? or none?",Do you think Aniplex and DW care about the NA player and fanbase?,"The NA server added NP subtitles into the game recently which was a great addition; do you think they should add the translations to the ascension, leveling up dialogues and Da Vinci shop dialogues, like the CN server does?","In the JP server, the Lostbelts in 2019 were released in a slow pace, and added various dead weeks; do you think that NA in 2020 and 2021 should try to catch up releasing some of the Lostbelts more quickly in exchange of those future dead weeks?",Who is your favorite Servant in the game?,Who is your most hated Servant in the game? (if none you can skip the question),"Only if you do want to answer, are you female or male?","For the final question, did you start with a reroll account?"
8/01/2020 14:05:18,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Arjuna, Ishtar","Scathach, Brynhildr, Artoria Pendragon [Lancer]",Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin",Jack the Ripper,Florence Nightingale,,,,,No,Between 2 years and 6 months,21,"Yes, I have saved for a Servant.","No, I didn't get the servant(s) that I saved quartz for.","Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Florence Nightingale,Fergus,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:17:20,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Gilgamesh, Ishtar","Tamamo no Mae [Lancer], Ereshkigal",Ozymandias,,,Vlad III,Sherlock Holmes,,,,No,Between 6 and 12 months,9,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",Ishtar,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:18:10,Low-High Spender (101-200~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Miyamoto Musashi","Orion, Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Brynhildr, Tamamo no Mae [Lancer], Enkidu","Francis Drake, Quetzalcoatl, Artoria Pendragon [Rider Alter]","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Cleopatra","Vlad III, Florence Nightingale, Minamoto no Raikō, Mysterious Heroine X (Alter)",Sherlock Holmes,Edmond Dantes,"Meltlilith, Sesshōin Kiara",Katsushika Hokusai,Yes,More than 2 years and 6 months,44,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Good, the content is released at a good pace","Good, DW and Aniplex are doing a good management of the NA server",Both,Not Sure,"Yes, it would be a great addition.",Indifferent,Saber Alter,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:18:45,Low-High Spender (101-200~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Nero Claudius [Bride], Ryougi Shiki, Miyamoto Musashi","Gilgamesh, Arjuna, Ishtar","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu, Ereshkigal","Francis Drake, Artoria Pendragon [Rider Alter]","Zhuge Liang [El-Melloi II], Illyasviel von Einzbern, Merlin, Nero Claudius [Caster]","Jack the Ripper, MHX, Cleopatra, King Hassan, Osakabehime","Vlad III, Cu Chulainn [Alter], Minamoto no Raikō, Mysterious Heroine X (Alter)","Jeanne D'arc, Sherlock Holmes","Jeanne D'arc [Alter], Edmond Dantes",Meltlilith,"Abigail Williams, Katsushika Hokusai",Yes,Between 2 years and 6 months,49,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",Auto-Play,"No, they've been doing not a good job to keep the players in the game.","Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Melt,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:19:11,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Artoria Pendragon [Archer],,"Iskandar, Ozymandias",,,Florence Nightingale,,,,,No,Between 1 and 3 months,5,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",NP Skip,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Waver,Columbus,Female,"Yes, I did reroll for a 5*",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:19:34,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride], Miyamoto Musashi, Arthur Pendragon [Prototype]","Arjuna, James Moriarty",Karna,,Illyasviel von Einzbern,,,,,,,Yes,Between 12 and 15 months,9,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,"Yes, they do a great job to incentive to keep the players in the game.","Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Ashwhattama,Raikou ,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:19:57,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Miyamoto Musashi, Arthur Pendragon [Prototype]","Gilgamesh, James Moriarty",,Ozymandias,"Tamamo-no-mae, Xuanzang",,"Vlad III, Florence Nightingale",,,,,Yes,Between 21 months and 2 years,11,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Slow, the content should be released faster to catch up CN/JP/TW","Good, DW and Aniplex are doing a good management of the NA server",Auto-Play,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Columbus,Altera,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:20:11,F2P,Artoria Pendragon,,"Karna, Enkidu",,Scheherazade,King Hassan,,Sherlock Holmes,,,Abigail Williams,Yes,Between 18 and 21 months,8,"Yes, I have saved for a Servant.","Sometimes I have gotten what I saved for, and sometimes I did not get the servant(s) I saved for.","Slow, the content should be released faster to catch up CN/JP/TW","Not good not bad, DW and Aniplex could do better management of the NA server",None,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Seiba ,Fionn,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:20:33,Low-High Spender (101-200~ USD per month),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,,Tamamo no Mae [Lancer],"Francis Drake, Ozymandias","Tamamo-no-mae, Xuanzang","Jack the Ripper, Shuten Douji","Vlad III, Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",,"Meltlilith, Sesshōin Kiara",Abigail Williams,Yes,More than 2 years and 6 months,31,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",NP Skip,Not Sure,"Yes, it would be a great addition.","Yes, I think NA should try to catch up in those dead weeks.",Kiyohime!,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/01/2020 14:20:34,F2P,Mordred,,"Enkidu, Ereshkigal",,"Tamamo-no-mae, Merlin","Jack the Ripper, Cleopatra",Vlad III,,,,Abigail Williams,No,Between 6 and 12 months,9,"Yes, I have saved for a Servant.","Yes, I got the servant(s) that I saved quartz for.","Good, the content is released at a good pace","Not good not bad, DW and Aniplex could do better management of the NA server",Both,"Yes, they do a great job to incentive to keep the F2P players in the game.","Yes, it would be a great addition.","No, I think NA shouldn't try to catch up in those dead weeks.",Illyasviel von Einzbern ,,Male,"No, I started with the given at the start only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
